,tbl_no,indicator,survey_id,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up,geog_type,area_name,area_type,district_code,district_name,province_name
1954,tbl_05,Gender_Age_Group_Population,Census2017,Female,63924,1494,9480,0,0,28972,11938,17320,31327,35429,30553,33477,3149,1981,geog_1,Badin Taluka,Urban,83,Badin,Sindh
1955,tbl_05,Gender_Age_Group_Population,Census2017,Female,47823,890,6470,0,19637,21669,9551,13648,24367,27721,23799,26092,2473,1514,geog_1,Matli Taluka,Urban,83,Badin,Sindh
1956,tbl_05,Gender_Age_Group_Population,Census2017,Female,164367,4076,27304,0,76647,73998,27485,40930,74987,85160,74733,82462,8417,5390,geog_1,Tando Bago Taluka,Rural,83,Badin,Sindh
1957,tbl_05,Gender_Age_Group_Population,Census2017,Female,156079,3595,26334,0,0,69954,25843,37816,70433,80400,70008,77541,8253,5234,geog_1,Badin Taluka,Rural,83,Badin,Sindh
1958,tbl_05,Gender_Age_Group_Population,Census2017,Male,63538,1428,9862,20908,30529,30570,11310,15831,28498,32466,27783,30617,3092,1950,geog_1,Talhar Taluka,Rural,83,Badin,Sindh
1959,tbl_05,Gender_Age_Group_Population,Census2017,Male,50438,953,6666,13247,20940,23161,10043,14022,25493,29134,24986,27239,2464,1520,geog_1,Matli Taluka,Urban,83,Badin,Sindh
1960,tbl_05,Gender_Age_Group_Population,Census2017,Male,176436,4484,28281,55143,85650,83767,30277,42630,78539,89327,76788,84392,8364,5338,geog_1,Tando Bago Taluka,Rural,83,Badin,Sindh
1961,tbl_05,Gender_Age_Group_Population,Census2017,Male,27625,686,4253,8213,11724,13157,5109,7081,12960,14551,12457,13578,1199,773,geog_1,Golarchi (S.F.Rahu) Taluka,Urban,83,Badin,Sindh
1962,tbl_05,Gender_Age_Group_Population,Census2017,Male,30190,794,4514,8614,13611,13793,5357,7686,14316,16353,14063,15448,1469,887,geog_1,Tando Bago Taluka,Urban,83,Badin,Sindh
1963,tbl_05,Gender_Age_Group_Population,Census2017,Male,178283,3974,28032,55248,84712,84303,31583,44532,81513,92412,79434,86920,8179,5119,geog_1,Matli Taluka,Rural,83,Badin,Sindh
1964,tbl_05,Gender_Age_Group_Population,Census2017,Male,166841,3970,26816,52432,73363,79246,28703,39877,73490,84167,71866,79424,8314,5315,geog_1,Badin Taluka,Rural,83,Badin,Sindh
1965,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,17,0,0,0,0,6,6,8,11,15,14,16,3,2,geog_1,Golarchi (S.F.Rahu) Taluka,Urban,83,Badin,Sindh
1966,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,23,0,0,0,0,5,5,6,17,20,18,23,5,3,geog_1,Badin Taluka,Urban,83,Badin,Sindh
1967,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,8,0,0,0,0,1,1,2,7,8,8,8,0,0,geog_1,Talhar Taluka,Rural,83,Badin,Sindh
1968,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,12,0,0,17081,24677,2,2,6,11,12,12,12,0,0,geog_1,Golarchi (S.F.Rahu) Taluka,Rural,83,Badin,Sindh
1969,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,47823,890,6470,0,19637,21669,9551,13648,24367,27721,23799,26092,2473,1514,geog_1,Matli Taluka,Urban,83,Badin,Sindh
1970,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,25711,596,3905,0,0,11942,4619,6676,12303,13684,11902,13028,1199,799,geog_1,Golarchi (S.F.Rahu) Taluka,Urban,83,Badin,Sindh
1971,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,23819,517,3279,6936,10168,10745,4360,6465,11618,13262,11497,12797,1389,893,geog_1,Talhar Taluka,Urban,83,Badin,Sindh
1972,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,63924,1494,9480,0,0,28972,11938,17320,31327,35429,30553,33477,3149,1981,geog_1,Badin Taluka,Urban,83,Badin,Sindh
1973,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,28199,761,4254,0,12154,12467,5088,7670,13860,15705,13771,15039,1395,861,geog_1,Tando Bago Taluka,Urban,83,Badin,Sindh
1974,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,59783,1303,9480,19589,27509,27606,10634,15496,27788,31409,27392,30189,3018,1922,geog_1,Talhar Taluka,Rural,83,Badin,Sindh
1975,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,156079,3595,26334,0,0,69954,25843,37816,70433,80400,70008,77541,8253,5234,geog_1,Badin Taluka,Rural,83,Badin,Sindh
1976,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,135779,3821,24703,0,0,60557,22030,32505,60212,68251,59851,66038,6725,4298,geog_1,Golarchi (S.F.Rahu) Taluka,Rural,83,Badin,Sindh
1977,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,168105,3816,27382,0,77083,75675,29110,42520,78425,88679,77304,85269,8591,5479,geog_1,Matli Taluka,Rural,83,Badin,Sindh
1978,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,164367,4076,27304,0,76647,73998,27485,40930,74987,85160,74733,82462,8417,5390,geog_1,Tando Bago Taluka,Rural,83,Badin,Sindh
1979,tbl_05,Gender_Age_Group_Population,Census2017,Female,168105,3816,27382,0,77083,75675,29110,42520,78425,88679,77304,85269,8591,5479,geog_1,Matli Taluka,Rural,83,Badin,Sindh
1980,tbl_05,Gender_Age_Group_Population,Census2017,Female,23819,517,3279,6936,10168,10745,4360,6465,11618,13262,11497,12797,1389,893,geog_1,Talhar Taluka,Urban,83,Badin,Sindh
1981,tbl_05,Gender_Age_Group_Population,Census2017,Female,135779,3821,24703,0,0,60557,22030,32505,60212,68251,59851,66038,6725,4298,geog_1,Golarchi (S.F.Rahu) Taluka,Rural,83,Badin,Sindh
1982,tbl_05,Gender_Age_Group_Population,Census2017,Female,25711,596,3905,0,0,11942,4619,6676,12303,13684,11902,13028,1199,799,geog_1,Golarchi (S.F.Rahu) Taluka,Urban,83,Badin,Sindh
1983,tbl_05,Gender_Age_Group_Population,Census2017,Male,67672,1634,9825,19302,27843,31112,12524,17748,32683,37449,32250,35009,2983,1810,geog_1,Badin Taluka,Urban,83,Badin,Sindh
1984,tbl_05,Gender_Age_Group_Population,Census2017,Male,24858,507,3334,7131,10657,11473,4701,6718,12238,14020,12014,13178,1250,732,geog_1,Talhar Taluka,Urban,83,Badin,Sindh
1985,tbl_05,Gender_Age_Group_Population,Census2017,Male,145296,4028,25150,48695,65489,67632,23970,34053,63186,72000,62151,68576,6944,4484,geog_1,Golarchi (S.F.Rahu) Taluka,Rural,83,Badin,Sindh
1986,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,25,0,0,18005,1,5,5,6,20,24,21,23,2,1,geog_1,Tando Bago Taluka,Rural,83,Badin,Sindh
1987,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,8,0,0,0,0,1,1,1,7,8,7,7,0,0,geog_1,Talhar Taluka,Urban,83,Badin,Sindh
1988,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,37,0,0,39890,57776,8,8,15,29,32,29,34,5,5,geog_1,Badin Taluka,Rural,83,Badin,Sindh
1989,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,25,0,0,27160,1,3,3,9,17,21,19,23,6,4,geog_1,Matli Taluka,Rural,83,Badin,Sindh
1990,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,26,0,0,0,0,8,8,11,22,24,23,25,3,2,geog_1,Matli Taluka,Urban,83,Badin,Sindh
1991,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,11,0,0,0,0,1,1,1,8,10,10,11,1,1,geog_1,Tando Bago Taluka,Urban,83,Badin,Sindh
1992,tbl_05,Gender_Age_Group_Population,Census2017,Female,128864,2518,21056,43565,61158,58231,20594,30130,56285,65377,56598,63416,7363,4794,geog_1,Johi Taluka,Rural,84,Dadu,Sindh
1993,tbl_05,Gender_Age_Group_Population,Census2017,Female,48560,900,6724,14229,21168,23104,9845,13794,23761,27134,23064,25267,2419,1443,geog_1,Mehar Taluka,Urban,84,Dadu,Sindh
1994,tbl_05,Gender_Age_Group_Population,Census2017,Female,35054,682,5024,10529,15564,16697,6963,9801,16927,19301,16446,17956,1676,995,geog_1,Khairpur Nathan Shah Taluka,Urban,84,Dadu,Sindh
1995,tbl_05,Gender_Age_Group_Population,Census2017,Male,93729,2084,12570,26774,40719,45271,19521,26790,46057,52817,44436,48282,4149,2592,geog_1,Dadu Taluka,Urban,84,Dadu,Sindh
1996,tbl_05,Gender_Age_Group_Population,Census2017,Male,50802,957,7079,15325,23113,25035,10300,14061,24044,27592,23183,25247,2259,1396,geog_1,Mehar Taluka,Urban,84,Dadu,Sindh
1997,tbl_05,Gender_Age_Group_Population,Census2017,Male,14693,365,2218,4692,6931,7032,2683,3799,6703,7714,6534,7156,664,412,geog_1,Johi Taluka,Urban,84,Dadu,Sindh
1998,tbl_05,Gender_Age_Group_Population,Census2017,Male,144024,2781,20692,45117,67517,70832,27563,38069,65923,75604,63599,69900,6928,4459,geog_1,Dadu Taluka,Rural,84,Dadu,Sindh
1999,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,20,0,0,0,0,7,7,8,17,20,17,17,0,0,geog_1,Mehar Taluka,Urban,84,Dadu,Sindh
2000,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,13,0,0,0,0,4,4,7,11,11,11,13,2,2,geog_1,Dadu Taluka,Rural,84,Dadu,Sindh
2001,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,20,0,0,0,0,5,5,8,15,19,18,19,2,1,geog_1,Dadu Taluka,Urban,84,Dadu,Sindh
2002,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,3,0,0,0,1,2,2,2,2,2,1,2,1,1,geog_1,Khairpur Nathan Shah Taluka,Urban,84,Dadu,Sindh
2003,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,35054,682,5024,10529,15564,16697,6963,9801,16927,19301,16446,17956,1676,995,geog_1,Khairpur Nathan Shah Taluka,Urban,84,Dadu,Sindh
2004,tbl_05,functional_limitations_by_province_and_district,PSLM_2019_20,Female,127898,2890,19909,41669,60404,60358,22602,31889,57238,66059,56269,62476,6758,4174,geog_1,Khairpur Nathan Shah Taluka,Rural,84,Dadu,Sindh
2005,tbl_05,Gender_Age_Group_Population,Census2017,Female,127898,2890,19909,41669,60404,60358,22602,31889,57238,66059,56269,62476,6758,4174,geog_1,Khairpur Nathan Shah Taluka,Rural,84,Dadu,Sindh
2006,tbl_05,Gender_Age_Group_Population,Census2017,Female,88831,1935,12042,25163,37522,41892,18514,26129,44682,50727,43342,47321,4339,2684,geog_1,Dadu Taluka,Urban,84,Dadu,Sindh
2007,tbl_05,Gender_Age_Group_Population,Census2017,Female,14330,361,2155,4505,6507,6616,2558,3711,6648,7621,6535,7256,769,496,geog_1,Johi Taluka,Urban,84,Dadu,Sindh
2008,tbl_05,Gender_Age_Group_Population,Census2017,Female,175895,3713,28653,59203,84762,83521,31053,43592,77409,89196,75872,84147,8991,5578,geog_1,Mehar Taluka,Rural,84,Dadu,Sindh
2009,tbl_05,Gender_Age_Group_Population,Census2017,Female,135048,2614,20839,43013,62150,63484,25078,35475,62445,71538,61363,67506,6786,4265,geog_1,Dadu Taluka,Rural,84,Dadu,Sindh
2010,tbl_05,Gender_Age_Group_Population,Census2017,Male,184536,3958,28672,62343,92057,92409,33576,46240,80088,91759,76866,84435,8186,5272,geog_1,Mehar Taluka,Rural,84,Dadu,Sindh
2011,tbl_05,Gender_Age_Group_Population,Census2017,Male,37356,766,5171,11364,17334,18552,7376,10114,17498,19997,16826,18270,1587,1012,geog_1,Khairpur Nathan Shah Taluka,Urban,84,Dadu,Sindh
2012,tbl_05,Gender_Age_Group_Population,Census2017,Male,136451,2754,19999,44536,65997,66301,23538,33194,59382,68975,58586,65292,7357,4714,geog_1,Johi Taluka,Rural,84,Dadu,Sindh
2013,tbl_05,Gender_Age_Group_Population,Census2017,Male,134109,3092,20091,44148,65897,67217,24747,33814,59003,67746,56557,62205,6111,3802,geog_1,Khairpur Nathan Shah Taluka,Rural,84,Dadu,Sindh
2014,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,57,0,0,0,1,11,11,17,49,51,48,54,6,6,geog_1,Khairpur Nathan Shah Taluka,Rural,84,Dadu,Sindh
2015,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,46,0,0,0,1,15,15,21,38,44,41,44,4,2,geog_1,Mehar Taluka,Rural,84,Dadu,Sindh
2016,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,8,0,0,0,0,0,0,2,6,7,7,8,1,1,geog_1,Johi Taluka,Urban,84,Dadu,Sindh
2017,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,43,0,0,0,1,12,12,16,36,41,37,40,4,2,geog_1,Johi Taluka,Rural,84,Dadu,Sindh
2018,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Hyderabad City Taluka,Rural,85,Hyderabad,Sindh
2019,tbl_05,Gender_Age_Group_Population,Census2017,Female,180086,4240,26891,54817,78351,81109,33220,48179,87890,99827,86998,95211,8994,5479,geog_1,Hyderabad Taluka,Rural,85,Hyderabad,Sindh
2020,tbl_05,Gender_Age_Group_Population,Census2017,Female,44283,906,5616,11424,17278,19935,9256,13142,23490,26773,23162,25066,2080,1215,geog_1,Hyderabad Taluka,Urban,85,Hyderabad,Sindh
2021,tbl_05,Gender_Age_Group_Population,Census2017,Female,338011,7370,40545,81168,122487,142753,67661,98980,182550,211039,183723,201224,18869,11335,geog_1,Latifabad Taluka,Urban,85,Hyderabad,Sindh
2022,tbl_05,Gender_Age_Group_Population,Census2017,Male,160432,3284,19202,39635,59814,72705,35496,49183,86368,99336,86144,93320,7810,4685,geog_1,Qasimabad Taluka,Urban,85,Hyderabad,Sindh
2023,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Qasimabad Taluka,Rural,85,Hyderabad,Sindh
2024,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Hyderabad City Taluka,Rural,85,Hyderabad,Sindh
2025,tbl_05,Gender_Age_Group_Population,Census2017,Male,377362,7388,41453,82790,128270,154324,75138,108420,209314,244676,214232,233270,20673,12047,geog_1,Hyderabad City Taluka,Urban,85,Hyderabad,Sindh
2026,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Qasimabad Taluka,Rural,85,Hyderabad,Sindh
2027,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,21,0,0,0,2,6,6,8,17,20,17,18,1,1,geog_1,Qasimabad Taluka,Urban,85,Hyderabad,Sindh
2028,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,90,0,0,0,1,22,22,30,70,83,75,85,11,7,geog_1,Hyderabad City Taluka,Urban,85,Hyderabad,Sindh
2029,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Hyderabad City Taluka,Rural,85,Hyderabad,Sindh
2030,tbl_05,Gender_Age_Group_Population,Census2017,Female,144326,3056,18046,36324,54319,62789,29473,42570,77061,88536,77232,84077,7474,4428,geog_1,Qasimabad Taluka,Urban,85,Hyderabad,Sindh
2031,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Qasimabad Taluka,Rural,85,Hyderabad,Sindh
2032,tbl_05,Gender_Age_Group_Population,Census2017,Female,347701,6946,39662,79118,121666,146470,71899,104439,191485,221362,191994,210635,20185,12106,geog_1,Hyderabad City Taluka,Urban,85,Hyderabad,Sindh
2033,tbl_05,Gender_Age_Group_Population,Census2017,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Latifabad Taluka,Rural,85,Hyderabad,Sindh
2034,tbl_05,Gender_Age_Group_Population,Census2017,Male,365533,7619,42200,85089,130061,153107,72748,103479,198249,231296,201819,220052,19741,11678,geog_1,Latifabad Taluka,Urban,85,Hyderabad,Sindh
2035,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Latifabad Taluka,Rural,85,Hyderabad,Sindh
2036,tbl_05,Gender_Age_Group_Population,Census2017,Male,193286,4342,27621,58303,86414,90361,36119,50946,92959,106033,90954,99080,8982,5390,geog_1,Hyderabad Taluka,Rural,85,Hyderabad,Sindh
2037,tbl_05,Gender_Age_Group_Population,Census2017,Male,48603,988,5982,12359,18930,22575,10704,14615,25795,29477,25508,27527,2188,1273,geog_1,Hyderabad Taluka,Urban,85,Hyderabad,Sindh
2038,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Latifabad Taluka,Rural,85,Hyderabad,Sindh
2039,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,10,0,0,0,0,2,2,5,8,9,9,10,1,1,geog_1,Hyderabad Taluka,Urban,85,Hyderabad,Sindh
2040,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,146,0,0,0,0,25,25,39,118,140,135,142,11,6,geog_1,Latifabad Taluka,Urban,85,Hyderabad,Sindh
2041,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,38,0,0,0,1,13,13,17,31,34,29,35,6,4,geog_1,Hyderabad Taluka,Rural,85,Hyderabad,Sindh
2042,tbl_05,Gender_Age_Group_Population,Census2017,Female,138878,2984,19345,39503,58057,63299,27603,39866,70572,79902,69137,75067,6440,3935,geog_1,Kotri Taluka,Urban,86,Jamshoro,Sindh
2043,tbl_05,Gender_Age_Group_Population,Census2017,Female,57150,1164,8909,18391,25583,25336,9640,14070,26736,30612,26808,29574,2996,1933,geog_1,Manjhand Taluka,Rural,86,Jamshoro,Sindh
2044,tbl_05,Gender_Age_Group_Population,Census2017,Female,10314,216,1431,2904,4255,4650,2054,2852,5191,5923,5056,5588,570,364,geog_1,Manjhand Taluka,Urban,86,Jamshoro,Sindh
2045,tbl_05,Gender_Age_Group_Population,Census2017,Male,70918,1532,9243,19712,28775,31590,13390,19720,36148,41001,36337,39834,3822,2474,geog_1,Thano Bula Khan Taluka,Rural,86,Jamshoro,Sindh
2046,tbl_05,Gender_Age_Group_Population,Census2017,Male,54116,1112,7321,16012,24173,25823,10384,14362,25934,29851,25371,27589,2439,1505,geog_1,Sehwan Taluka,Urban,86,Jamshoro,Sindh
2047,tbl_05,Gender_Age_Group_Population,Census2017,Male,62415,1268,9288,19633,28755,28782,10728,15294,28909,33272,28567,31203,2895,1801,geog_1,Manjhand Taluka,Rural,86,Jamshoro,Sindh
2048,tbl_05,Gender_Age_Group_Population,Census2017,Male,7747,143,846,1897,2990,3578,1620,2296,4144,4748,4099,4420,358,195,geog_1,Thano Bula Khan Taluka,Urban,86,Jamshoro,Sindh
2049,tbl_05,Gender_Age_Group_Population,Census2017,Male,10882,251,1565,3167,4818,5047,2075,2893,5213,6051,5158,5586,474,294,geog_1,Manjhand Taluka,Urban,86,Jamshoro,Sindh
2050,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,9,0,0,0,0,1,1,2,8,8,8,9,1,1,geog_1,Thano Bula Khan Taluka,Rural,86,Jamshoro,Sindh
2051,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,59,0,0,0,3,14,14,25,47,57,50,54,6,2,geog_1,Kotri Taluka,Urban,86,Jamshoro,Sindh
2052,tbl_05,Gender_Age_Group_Population,Census2017,Female,50207,1003,7150,15044,21946,23080,9488,13652,24607,27969,24115,26336,2429,1496,geog_1,Sehwan Taluka,Urban,86,Jamshoro,Sindh
2053,tbl_05,Gender_Age_Group_Population,Census2017,Female,7190,147,704,1577,2574,3311,1606,2263,4007,4546,3881,4229,386,235,geog_1,Thano Bula Khan Taluka,Urban,86,Jamshoro,Sindh
2054,tbl_05,Gender_Age_Group_Population,Census2017,Female,80007,1788,12489,25333,36171,35698,13625,19687,36941,42509,36836,41053,4529,2936,geog_1,Sehwan Taluka,Rural,86,Jamshoro,Sindh
2055,tbl_05,Gender_Age_Group_Population,Census2017,Female,59391,1374,8925,18490,26112,25933,9908,15006,28094,32159,28067,31287,3478,2282,geog_1,Thano Bula Khan Taluka,Rural,86,Jamshoro,Sindh
2056,tbl_05,Gender_Age_Group_Population,Census2017,Female,67565,1434,9556,19523,27936,30685,13638,19441,34498,38984,33935,36900,3244,1978,geog_1,Kotri Taluka,Rural,86,Jamshoro,Sindh
2057,tbl_05,Gender_Age_Group_Population,Census2017,Male,153194,3368,20523,42686,63710,70489,30673,43275,77637,88834,76858,83005,6713,4021,geog_1,Kotri Taluka,Urban,86,Jamshoro,Sindh
2058,tbl_05,Gender_Age_Group_Population,Census2017,Male,85449,2058,12912,27575,40548,40160,14558,20593,38042,44026,37416,41532,4436,2909,geog_1,Sehwan Taluka,Rural,86,Jamshoro,Sindh
2059,tbl_05,Gender_Age_Group_Population,Census2017,Male,78348,1453,9817,20635,30419,36194,17188,24152,42377,47591,41943,44865,3191,1934,geog_1,Kotri Taluka,Rural,86,Jamshoro,Sindh
2060,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,19,0,0,0,2,9,9,11,17,18,15,16,1,1,geog_1,Kotri Taluka,Rural,86,Jamshoro,Sindh
2061,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,7,0,0,0,0,1,1,3,7,7,7,7,0,0,geog_1,Thano Bula Khan Taluka,Urban,86,Jamshoro,Sindh
2062,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Manjhand Taluka,Urban,86,Jamshoro,Sindh
2063,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,11,0,0,0,0,1,1,1,8,9,9,11,2,2,geog_1,Sehwan Taluka,Rural,86,Jamshoro,Sindh
2064,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,5,0,0,0,0,2,2,2,4,5,4,4,0,0,geog_1,Manjhand Taluka,Rural,86,Jamshoro,Sindh
2065,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,27,0,0,0,0,2,2,6,21,27,26,27,3,0,geog_1,Sehwan Taluka,Urban,86,Jamshoro,Sindh
2066,tbl_05,Gender_Age_Group_Population,Census2017,Female,10205,202,1434,2933,4305,4779,2130,2975,5166,5801,4946,5424,524,321,geog_1,Saeedabad Taluka,Urban,87,Matiari,Sindh
2067,tbl_05,Gender_Age_Group_Population,Census2017,Female,69933,1386,10244,21312,30678,32142,13216,18762,33846,38558,33125,36414,3588,2205,geog_1,Hala Taluka,Rural,87,Matiari,Sindh
2068,tbl_05,Gender_Age_Group_Population,Census2017,Female,57194,1082,7421,15484,23203,25894,11458,16360,29403,33545,28818,31560,2960,1792,geog_1,Hala Taluka,Urban,87,Matiari,Sindh
2069,tbl_05,Gender_Age_Group_Population,Census2017,Male,61267,1158,7653,16410,25524,28699,12363,17003,30853,35504,30240,32913,2909,1774,geog_1,Hala Taluka,Urban,87,Matiari,Sindh
2070,tbl_05,Gender_Age_Group_Population,Census2017,Male,153639,3466,22340,47257,70789,73633,28972,40227,72938,82512,70525,76580,6662,4126,geog_1,Matiari Taluka,Rural,87,Matiari,Sindh
2071,tbl_05,Gender_Age_Group_Population,Census2017,Male,74227,1499,10666,22862,33952,35722,14262,19559,35032,39905,33663,36871,3485,2196,geog_1,Hala Taluka,Rural,87,Matiari,Sindh
2072,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,39,0,0,0,1,9,9,14,32,35,31,36,5,4,geog_1,Matiari Taluka,Rural,87,Matiari,Sindh
2073,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,14,0,0,0,0,5,5,7,11,12,11,13,2,2,geog_1,Saeedabad Taluka,Rural,87,Matiari,Sindh
2074,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Saeedabad Taluka,Urban,87,Matiari,Sindh
2075,tbl_05,Gender_Age_Group_Population,Census2017,Female,70629,1574,10457,21541,31029,31998,12830,18558,33943,38746,33612,36992,3666,2258,geog_1,Saeedabad Taluka,Rural,87,Matiari,Sindh
2076,tbl_05,Gender_Age_Group_Population,Census2017,Female,20808,401,2855,5733,8450,9198,4056,5878,10695,12216,10655,11567,997,595,geog_1,Matiari Taluka,Urban,87,Matiari,Sindh
2077,tbl_05,Gender_Age_Group_Population,Census2017,Female,144272,3170,21681,44119,64142,66200,26745,38155,69622,78739,68508,74942,7033,4397,geog_1,Matiari Taluka,Rural,87,Matiari,Sindh
2078,tbl_05,Gender_Age_Group_Population,Census2017,Male,22346,456,2921,6063,9031,9929,4301,6121,11491,13159,11421,12415,1081,638,geog_1,Matiari Taluka,Urban,87,Matiari,Sindh
2079,tbl_05,Gender_Age_Group_Population,Census2017,Male,10832,238,1449,3051,4649,5152,2222,2987,5452,6166,5287,5702,455,287,geog_1,Saeedabad Taluka,Urban,87,Matiari,Sindh
2080,tbl_05,Gender_Age_Group_Population,Census2017,Male,74611,1578,10867,22681,33852,35667,14441,19866,35463,40444,34331,37434,3378,2074,geog_1,Saeedabad Taluka,Rural,87,Matiari,Sindh
2081,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,11,0,0,0,0,3,3,3,10,11,10,11,1,0,geog_1,Hala Taluka,Urban,87,Matiari,Sindh
2082,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,6,0,0,0,0,2,2,2,5,5,5,6,1,1,geog_1,Matiari Taluka,Urban,87,Matiari,Sindh
2083,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,7,0,0,0,0,3,3,4,7,7,6,6,0,0,geog_1,Hala Taluka,Rural,87,Matiari,Sindh
2084,tbl_05,Gender_Age_Group_Population,Census2017,Female,8514,130,1211,2501,3579,3830,1629,2356,4236,4830,4204,4602,443,272,geog_1,Shah Bunder Taluka,Urban,88,Sujawal,Sindh
2085,tbl_05,Gender_Age_Group_Population,Census2017,Female,17174,322,2370,4886,7133,7495,3067,4487,8377,9753,8434,9375,1008,623,geog_1,Sujawal Taluka,Urban,88,Sujawal,Sindh
2086,tbl_05,Gender_Age_Group_Population,Census2017,Female,91353,1875,13925,28353,40636,41543,16641,24011,43219,49405,42704,47259,5003,3121,geog_1,Mirpur Bathoro Taluka,Rural,88,Sujawal,Sindh
2087,tbl_05,Gender_Age_Group_Population,Census2017,Male,6253,79,910,1876,2705,2813,1157,1634,3074,3499,2991,3281,313,188,geog_1,Jati Taluka,Urban,88,Sujawal,Sindh
2088,tbl_05,Gender_Age_Group_Population,Census2017,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geog_1,Kharo Chan Taluka,Urban,88,Sujawal,Sindh
2089,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,21,0,0,0,1,6,6,9,18,19,17,19,2,2,geog_1,Shah Bunder Taluka,Rural,88,Sujawal,Sindh
2090,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,19,0,0,0,0,4,4,4,13,17,13,16,3,2,geog_1,Sujawal Taluka,Rural,88,Sujawal,Sindh
2091,tbl_05,Gender_Age_Group_Population,Census2017,Transgender,2,0,0,0,0,0,0,0,1,2,2,2,0,0,geog_1,Jati Taluka,Urban,88,Sujawal,Sindh
